,asin,name,category,description,price,rating,No_of_Rating
471,B00174GJC6,"Fair & White Exclusive Exfoliating Soap, 200g / 7oz - Moisturizing Bar Soap Highly Effective For Face and Body",Skin Care,"Item Form


Bar




Brand


FAIR & WHITE




Scent


Apricot




Skin Type


Dry




Age Range (Description)


Adult",$15.99,4.3 out of 5 stars,797 ratings
472,B00175XIRY,"COVERGIRL Continuous Color Lipstick Bronzed Peach 015, .13 oz (packaging may vary)",Makeup,"Brand


COVERGIRL




Ingredients


Ricinus Communis (Castor) Seed Oil, Isopropyl Isostearate, Ethylhexyl Hydroxystearate, Acetylated Lanolin, Ozokerite, Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Paraffin, Cetyl Alcohol, Cetyl Lactate, Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Propylparaben, Mica. May Contain: Red 21 Lake, Red 33 Lake, Yellow 6 Lake, Lauroyl Lysine, Titanium Dioxide, Iron Oxides, Orange 5, Red 27, Blue 1 Lake, Red 21, Red 27 Lake, Red 6 Lake, Red 7 Lake, Yellow 5 Lake, Carmine, Bismuth Oxychloride, Green 5.Ricinus Communis (Castor) Seed Oil, Isopropyl Isostearate, Ethylhexyl Hydroxystearate, Acetylated Lanolin, Ozokerite, Euphorbia Cerifera (Candelilla) W…

See more





Item Form


Stick




Finish Type


Shimmery, Sheer




Skin Tone


All",$4.94,4.6 out of 5 stars,"3,086 ratings"
473,B00176B9JC,BaBylissPRO Nano Titanium Ultra-Thin Straightening Iron,Hair Care,"Hair Type


Thin




Size


1 inch




Color


Blue




Brand


BaBylissPRO




Material


Titanium",$154.99,4.6 out of 5 stars,"10,503 ratings"
474,B00178SOCA,"OPI Chip Skip Manicure Prep Coat, 0.5 Fl Oz","Foot, Hand & Nail Care","Item Form


Liquid




Brand


OPI




Color


Chip Skip




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


1.95 x 1.56 x 4 inches




Item Weight


15 Grams",$13.95,4.4 out of 5 stars,741 ratings
475,B00178TVXG,"OPI Nail Envy, Nail Strengthener, Nail Treatment, 0.5 Fl oz","Foot, Hand & Nail Care","Item Form


Gel




Brand


OPI




Color


Nail Envy - Original




Finish Type


Natural




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


1.91 x 1.56 x 4 inches




Item Weight


15 Grams",$15.99,4.6 out of 5 stars,"30,645 ratings"
476,B00178VX50,"OPI Nail Polish Top Coats, Top Coats for High Shine Gloss Protection or Matte Finish Nails","Foot, Hand & Nail Care","Item Form


Gel




Brand


OPI




Color


Top Coat, Protective High-Gloss Shine




Finish Type


High-Glossy




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


1.3 x 1.05 x 4 inches




Item Weight


15 Grams",$9.99,4.7 out of 5 stars,"22,969 ratings"
477,B0017BGQR2,IBD Intense Seal .5 oz,"Foot, Hand & Nail Care","Item Form


Liquid




Brand


IBD




Color


Ibd - Intense Seal 8 Oz




Finish Type


Glossy




Age Range (Description)


Adult




Liquid Volume


0.5 Fluid Ounces




Item Weight


0.5 Ounces",$8.55,4.6 out of 5 stars,781 ratings
478,B0017DGOE0,"Eminence Citrus Exfoliating Wash, 4.2 Ounce",Skin Care,"Brand


Eminence




Scent


Citrus




Skin Type


Oily, Normal




Ingredients


IngredientsLime Juice and Pulp, Lemon Juice, Shea Butter Extract, Meadow Foam Seed Oil, Grapefruit Seed and Peel, Silica, Cellulose (plant source), Alpha Olefin Sulphonate (plant source), Benzoic Acid (plant source), Citric Acid, Essential OilIngredientsLime Juice and Pulp, Lemon Juice, Shea Butter Extract, Meadow Foam Seed Oil, Grapefruit Seed and Peel, Silica, Cellulose (plant source), Alpha…

See more





Item Weight


136.05 Grams",$27.49,4.7 out of 5 stars,320 ratings
479,B0017DI8QM,SexyHair Big Spray & Play Volumizing Hairspray | Hold and Shine | Up to 72 Hour Humidity Resistance | All Hair Types,Hair Care,"Brand


SexyHair




Item Form


Spray




Product Benefits


This volumizing hairspray provides hair up to 72 hours of humidity resistance




Hair Type


Fine




Liquid Volume


10 Fluid Ounces",$19.95,4.7 out of 5 stars,"7,668 ratings"
480,B0017DQGQ6,"Eminence Organic Skincare Stone Crop Hydrating Mist, 4.2 Ounce",Skin Care,"Special Ingredients


Salicylic Acid




Item Form


Mist




Brand


Eminence Organic




Skin Type


Oily, Combination, Dry, Normal




Age Range (Description)


Adult",$33.91,4.7 out of 5 stars,790 ratings
481,B0017HOMWM,"Physicians Formula Organic Wear 100% Natural Origin Tinted Moisturizer, Light to Natural Organics, 1.5 Fluid Ounces",Makeup,"Special Ingredients


Shea Butter, Avocado Oil




Item Form


Oil




Brand


Physicians Formula




Skin Type


Sensitive




Sun Protection


15 SPF",$11.95,4.3 out of 5 stars,"2,066 ratings"
482,B0017HTET8,"Physicians Formula Organic Wear 100% Natural Pressed Powder, Buff Beige Organics, 0.3-Ounces",Makeup,"Color


Buff Beige 2257




Brand


Physicians Formula




Ingredients


Mica, Zea Mays (Corn) Starch, Octyldodecyl Stearoyl Stearate, Kaolin, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Caprylate, Cinnamic Acid, Tocopheryl Acetate (Vitamin E), Vitis Vinifera (Grape) Seed Oil, Glycine Soja (Soybean) Oil, Oryza Sativa (Rice) Hull Powder, Bamboo (Bambusa Arundinaceae) Powder, Iron Oxides, Titanium DioxideMica, Zea Mays (Corn) Starch, Octyldodecyl Stearoyl Stearate, Kaolin, Olea Europaea (Olive) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Ca…

See more





Coverage


Medium




Product Benefits


Moisturizing",$29.91,3.7 out of 5 stars,7 ratings
483,B0017JOEVY,Keys Care Luminos Hydrating Clear Natural Moisturizer - Makeup Base For Radiant Skin - Anti-Aging & Treats Discoloration For All Skin Types,Skin Care,"Special Ingredients


Aloe Vera, Avocado Oil




Item Form


Oil, Butter, Powder, Gel




Brand


Keys




Skin Type


All




Age Range (Description)


Adult",$26.95,4.4 out of 5 stars,223 ratings
484,B0017JT658,Versace Bright Crystal By Gianni Versace For Women. Eau De Toilette 0.17 Fl Oz Mini,Fragrance,"Brand


Versace




Scent


Musk , Fruity, Floral




Ingredients


Water, ethanol, eau de toilette




Item Form


Spray




Item Weight


0.02 Pounds",$8.94,4.4 out of 5 stars,"12,392 ratings"
485,B0017JV340,Charlie Red by Revlon for Women - 3.4 Ounce EFS Spray,Fragrance,"Brand


REVLON




Scent


Floral Fruity




Item Form


Spray




Item Weight


0.65 Pounds




Item Volume


100 Milliliters",$7.52,4.6 out of 5 stars,"1,293 ratings"
486,B0017K81TY,"Revlon ColorStay Mineral Foundation, Medium Deep, 0.35 Ounces",Makeup,"Color


Medium Deep




Brand


REVLON




Ingredients


Active Ingredient: Titanium Dioxide (0.9%). Non-medicinal/Other Ingredients: Talc, Silica, Nylon-12, Polymethyl Methacrylate, Trimethylsiloxysilicate, Dimethicone, Cyclopentasiloxane, Perfluorononyl Octyldodecyl Glycol, Grapeseedate, Polyethylene, Mother of Pearl, Topaz, Quartz, Serica (Silk), Cymbidium Grandiflorum Flower Extract, Lactobacillus/Eriodictyon Californium Ferment Extract, Lilium Candidum Bulb Extract, Malva Sylvestris (Mallow) Extract, Dimethiconol, Dimethicone/Silsesquioxane Copolymer, Triethoxycaprylylsilane, Lecithin, Alumina, Lauroyl Lysine, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, 77492, 77499), Bismuth Oxychloride (Ci 77163).Active Ingredient: Titanium Dioxide (0.9%). Non-medicinal/Other Ingredients: Talc, Silica, Nylon-12, Polymethyl Methacrylate, Trimethylsiloxysilicate, Di…

See more





Coverage


Medium




Item Dimensions LxWxH


6 x 5 x 4 inches",$21.99,4.1 out of 5 stars,79 ratings
487,B0017K8HJS,"Avlon Styling Wax, 2.6 Ounce",Hair Care,"Brand


Avlon




Item Form


Wax




Ingredients


Ricinus Communis (Castor Seed) Oil, Beeswax (Apis Mellifera), Hydrogenated Castor Oil, Rhus Succedanea Fruit Wax, Euphorbia Cerifera (Candelilla Cera) Wax, Sorbitan Stearate, Fragrance, BHTRicinus Communis (Castor Seed) Oil, Beeswax (Apis Mellifera), Hydrogenated Castor Oil, Rhus Succedanea Fruit Wax, Euphorbia Cerifera (Candelilla Cera) Wax,…

See more





Hair Type


All




Liquid Volume


6.8 Fluid Ounces",$12.87,4.6 out of 5 stars,"5,861 ratings"
488,B0017OEGX0,Spornette Classic German Porcupine 25,Hair Care,"Material


Boar, Nylon, Wood, Porcupine




Hair Type


Wavy, Textured-hair, Curly, Normal, Straight




Product Benefits


Smoothing




Brand


SPORNETTE




Item Weight


0.2 Pounds",$31.00,4.5 out of 5 stars,"1,240 ratings"
489,B0017OLMVE,Idealist Pore Minimizing Skin Refinisher by Estee Lauder for Unisex - 50 ml Moisturising Lotion,Skin Care,"Item Form


Lotion




Brand


Estee Lauder




Skin Type


Normal




Age Range (Description)


Adult




Item Weight


14 Grams",$75.16,4.7 out of 5 stars,413 ratings
490,B0017P7BOA,Dove Body Wash Instantly Reveals Visibly Smoother Skin Gentle Exfoliating With Sea Minerals Cleanser That Effectively Washes Away Bacteria While Nourishing Your Skin 22 oz,Skin Care,"Item Form


Liquid




Brand


Dove




Skin Type


Sensitive




Age Range (Description)


Adult




Ingredients


Water (Aqua), CocamidopropylBetaine, Sodium HydroxypropylStarch Phosphate, Sodium LauroylGlycinate, LauricAcid, Sodium LauroylIsethionate, Hydrogenated Soybean Oil, Glycine Soja(Soybean) Oil or Helianthus Annuus(Sunflower) Seed Oil, Hydrated Silica, Sodium Chloride, Glycerin, Fragrance (Parfum), Synthetic Wax, Guar HydroxypropyltrimoniumChloride, DMDM Hydantoin, Stearic Acid, Citric Acid, BHT, TetrasodiumEDTA, Caprylic/CapricTriglyceride, Methylisothiazolinone, IodopropynylButylcarbamate, Blue 1 Lake (CI 42090).Water (Aqua), CocamidopropylBetaine, Sodium HydroxypropylStarch Phosphate, Sodium LauroylGlycinate, LauricAcid, Sodium LauroylIsethio…

See more",$6.99,4.7 out of 5 stars,"2,292 ratings"
491,B0017PUPMK,Spornette DeVille Cushion Paddle Boar Bristle 344,Hair Care,"Material


Boar




Hair Type


Thick




Product Benefits


Smoothing




Brand


SPORNETTE




Item Weight


0.2 Pounds",$30.00,4.4 out of 5 stars,537 ratings
492,B0017QDKDA,"Goody Women's Classics Clincher Comb, 7 Inch, 3 Count",Hair Care,"Material


Plastic




Size


7 Inch




Color


Assorted Colors




Brand


GOODY




Hair Type


Curly",$7.95,3.9 out of 5 stars,887 ratings
493,B0017QDM6U,"Goody Women's Classics Clincher Comb, 5 Inch, 4 Count",Hair Care,"Material


Plastic




Size


5 Inch (Pack of 1)




Color


Assorted Colors




Brand


GOODY




Hair Type


Curly",$5.43,3.9 out of 5 stars,"3,419 ratings"
494,B0017QK7A4,"Dr. Bronner's - Organic Hair Crème (Lavender Coconut, 6 Ounce) - Leave-In Conditioner and Styling Cream, Made with Organic Oils, Hair Cream Supports Shine and Strength, Nourishes Scalp, Non-GMO",Hair Care,"Brand


Dr. Bronner's




Scent


Lavender Coconut




Hair Type


Dry




Liquid Volume


177 Milliliters




Ingredients


Water, Coconut Oil (organic), Ethanol (denatures with Organic Lavender Oil), Jojoba Oil (organic), Hemp Oil (organic), Quillaja Extract (organic), TocopherolsWater, Coconut Oil (organic), Ethanol (denatures with Organic Lavender Oil), Jojoba Oil (organic), Hemp Oil (organic), Quillaja Extract (organic), Tocopherols

See more",$9.95,4.1 out of 5 stars,775 ratings
495,B0017QSUXK,"Nature's Gate Pomegranate Sunflower Defends and Nourishes Dry Skin Paraben Free, 18 Ounce",Skin Care,"Item Form


Lotion




Brand


Nature's Gate




Skin Type


Dry




Age Range (Description)


Adult




Scent


Pomegranate Sunflower",$55.00,4.3 out of 5 stars,"1,292 ratings"
496,B0017QT5UM,"Dr. Bronner's Fair Trade & Organic Hair Conditioning Rinse - Citrus Orange, 8 Ounce",Hair Care,"Brand


Dr. Bronner's




Scent


Citrus




Liquid Volume


237 Milliliters




Ingredients


Organic Acacia Concinna (Shikakai) Extract, Organic Citrus Limon (Lemon) Juice, Organic Coconut Acid , Organic Olive Acid , Organic Hemp Acid, Potassium Citrate (Made With Organic Lemon Juice), Organic Glycerin, Organic Citrus Aurantium Dulcis (Orange) Oil, Organic Citrus Medica Limonum (Lemon) Oil, Tocopherol (Vit. E), ( Certified Fair Trade By Imo)Organic Acacia Concinna (Shikakai) Extract, Organic Citrus Limon (Lemon) Juice, Organic Coconut Acid , Organic Olive Acid , Organic Hemp Acid, Potassium…

See more





Item Dimensions LxWxH


3 x 3 x 3 inches",$12.21,4.1 out of 5 stars,"1,103 ratings"
497,B0017SWIU4,"Mario Badescu Drying Lotion, 1 Fl Oz",Skin Care,"Special Ingredients


Salicylic Acid




Item Form


Lotion




Brand


Mario Badescu




Specific Uses For Product


Do NOT shake the bottle. Dip a cotton swab into the pink sediment at the bottom of the bottle. Dab directly on the surface blemish; do not rub in. Let dry and rinse off in the morning. Do NOT use on broken skin or apply to eye/lip area.Do NOT shake the bottle. Dip a cotton swab into the pink sediment at the bottom of the…

See more





Skin Type


All",$17.00,4.6 out of 5 stars,"24,637 ratings"
498,B0017T29HU,"Vive Pro Glossy Volume Conditioner for Fine Hair, 13-Fluid Ounce",Hair Care,"Brand


L'Oreal Paris




Hair Type


Fine




Liquid Volume


13 Fluid Ounces




Ingredients


: aqua/water/eau, cetyl alcohol, peg-180, myristyl alcohol, stearamidppropyl dimethylamine, isopropyl myristate, parfum/fragrance, cetrimonium chloride, hydroxypropyl starch phosphate, methylparaben, cetyl esters, hydroxyethylcellulose, lauryl peg/ppg-18/18 methicone, elaesis guineensis/palm oil, citric acid, hexyl cinnamal, chlorhexidine dihydrochloride, benzyl salicylate, bht, poloxamer 407, dodecene, butylphenyl methylpropional, linalool, hydroxycitronellal f.i.l#d29092/2: aqua/water/eau, cetyl alcohol, peg-180, myristyl alcohol, stearamidppropyl dimethylamine, isopropyl myristate, parfum/fragrance, cetrimonium chloride,…

See more





Item Dimensions LxWxH


2 x 3.2 x 7.94 inches",$12.99,3.6 out of 5 stars,24 ratings
499,B0017U10SI,bareMinerals Original Prime Time Foundation Primer,Makeup,"Color


Prime Time




Brand


BareMinerals




Ingredients


Cyclopentasiloxane, Dimethicone Crosspolymer, Dimethicone, Silica, Magnesium Silicate, Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), Calcium Pantothenate (Vitamin B5), Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root ExtractCyclopentasiloxane, Dimethicone Crosspolymer, Dimethicone, Silica, Magnesium Silicate, Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), Calcium Pantot…

See more





Skin Tone


All




Special Feature


Not-Applicable",$20.76,4.7 out of 5 stars,"3,463 ratings"
500,B0017UEU62,"Revlon Colorstay Blemish Concealer, Medium/Deep, 0.21 Ounce",Makeup,"Color


Medium/Deep




Brand


REVLON




Ingredients


Active Ingredients: Salicylic Acid (0.5%) (Acne Treatment); Inactive Ingredients: Aqua/Water/Eau (Water, Eau), Cyclomethicone, Trimethysiloxysilicate, Butylene Glycol, Boron Nitrate, Alcohol Denatured, Tribehenin, PEG/PPG 18/18 Dimethicone, Nylon 12, Isododecane, Polyisobutene, Sodium Chloride, Serica (Silk Powder) (Silk, Soie), Tocopheryl Acetate (Vitamin E), Retinyl Acetate (Vitamin A), Aloe Vera (Aloe Barbadensis) Leaf Juice, Serica (Silk Powder) (Silk Powder), Malva Sylvestris (Mallow), 77499), Mica (CI 77019), Titanium Dioxide (CI 77891), Flower Extract (Mallow), Lilium Candidum (White Lily) Bulb Extract (Lily), Lactobacillus/Eriodictyon Californicum Ferment Extract, Cymbidium Grandiflorum Flower (Orchid) Extract, Polydimethylsiloxane/Polymethysilesquioxane Copolymer, Hydrolyzed Vegetable Protein, Bisabolol (L-Alpha), Dimethicone, Cetyl PEG/PPG 10/1 Dimethicone, Methicone, Sorbitan Sesquioleate, Ethylene Brassylate, Trisiloxane, Tetrasodium EDTA, Methylparaben, Propylparaben, May Contain (+/-): Iron Oxides (CI 77491, 77492,Active Ingredients: Salicylic Acid (0.5%) (Acne Treatment); Inactive Ingredients: Aqua/Water/Eau (Water, Eau), Cyclomethicone, Trimethysiloxysilicate,…

See more





Coverage


Medium




Item Weight


0.05 Pounds",$12.11,3.8 out of 5 stars,37 ratings
501,B0017ZDH52,"Seche Restore Nail Polish, 0.5 Fluid Ounce","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Seche




Color


Clear




Finish Type


Sheer




Age Range (Description)


Adult




Liquid Volume


0.5 Milliliters




Item Dimensions LxWxH


2.8 x 2.8 x 3.4 inches




Item Weight


0.5 Ounces",$8.28,4.6 out of 5 stars,"1,166 ratings"
502,B0017ZTV0W,"Ardell DuraLash Naturals Combo Pack - Flare Short, Medium, Long Black 240485",Tools & Accessories,"Color


Black




Brand


Ardell




Item Dimensions LxWxH


2.76 x 0.79 x 1.97 inches",$5.99,4.2 out of 5 stars,597 ratings
503,B001824J5G,got2b Smooth Operator Leave In Conditioner Luxe Lotion 6.80 oz,Hair Care,"Brand


Got2B




Item Form


Lotion




Ingredients


Aqua/Water/Eau (Water), Cyclopentasiloxane, C13 14 Isoparaffin, Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Dimethiconol, Phenyltrimethicone, Polyquaternium 46, PVP, Stearalkonium Chloride, Isohexadecane, Polysorbate 80, PEG/PPG 18/18 Dimethicone, Hydrolyzed Wool, Ethylhexyl Methoxycinnamate, Alcohol Denatured, Disodium EDTA, Methylparaben, DMDM Hydantoin, Parfum (Fragrance), Linalool, Limonene, CitronellolAqua/Water/Eau (Water), Cyclopentasiloxane, C13 14 Isoparaffin, Dimethicone, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Dime…

See more





Product Benefits


Smoothing




Liquid Volume


201 Milliliters",$42.99,4.6 out of 5 stars,264 ratings
504,B001841FKQ,Soft 'N Style Hair Colorist Tool Kit (8 Piece),Hair Care,"Color


Black




Item Dimensions LxWxH


8.8 x 5.6 x 2.9 inches




Brand


Soft 'N Style




Is Dishwasher Safe


No




Is Microwaveable


No",$6.99,4.5 out of 5 stars,682 ratings
505,B0018662UW,Garnier Nutritioniste Skin Renew Overnight Regenerating Cream Facial Treatment 1.7 Oz.,Skin Care,"Item Form


Cream




Brand


Garnier




Skin Type


Oily




Item Weight


119 Ounces




Item Volume


50 Milliliters",$10.99,3.7 out of 5 stars,36 ratings
506,B0018BTA2Y,Top Coat Professional Kit,"Foot, Hand & Nail Care","Brand


Seche




Age Range (Description)


Adult




Material Type Free


Formaldehyde Free




Liquid Volume


15 Milliliters




Item Weight


0.08 Pounds",$19.04,4.7 out of 5 stars,150 ratings
507,B0018BTCZO,essie Nail Polish Glossy Shine Finish licorice 0.46 fl oz,"Foot, Hand & Nail Care","Item Form


Liquid




Brand


Essie




Color


Licorice




Finish Type


Glossy




Special Feature


DBP, Toluene and Formaldehyde free




Age Range (Description)


Adult




Material Type Free


Formaldehyde Free




Liquid Volume


0.46 Fluid Ounces




Item Dimensions LxWxH


1.14 x 1.14 x 2.78 inches




Item Weight


0.1 Pounds",$8.99,4.7 out of 5 stars,747 ratings
508,B0018C0HJI,"IBD Intense Seal, 6 Count","Foot, Hand & Nail Care","Brand


IBD




Color


Ibd - Intense Seal 0.5 Oz




Age Range (Description)


Adult




Liquid Volume


0.5 Fluid Ounces




Item Dimensions LxWxH


3.5 x 5 x 7 inches




Item Weight


0.03 Pounds",$53.99,4.3 out of 5 stars,93 ratings
509,B0018C4TLA,"Bumble And Bumble Blondish Hair Powder For Golden, Honey, & Caramel Shades 4.4-Ounces",Shave & Hair Removal,"Brand


Bumble and Bumble




Hair Type


All




Item Dimensions LxWxH


6 x 5 x 4 inches




Item Form


Powder",$32.50,4.4 out of 5 stars,126 ratings
510,B0018CQKXK,"Seche Vite Dry Fast Top Nail Coat, Clear - .5 oz. oz","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Seche




Color


0.5 o z




Finish Type


Glossy




Special Feature


Travel-Size




Type


Top_coat




Age Range (Description)


Adult




Material Type Free


Alcohol Free




Liquid Volume


0.5 Milliliters




Item Dimensions LxWxH


0.79 x 0.79 x 1.57 inches",$6.24,4.6 out of 5 stars,"27,194 ratings"
511,B0018DAUDK,"Puige Yacht Man Metal Eau De Toilette Spray, 3.4 Ounce",Fragrance,"Brand


Puige




Item Form


Spray




Item Weight


0.7 Pounds




Item Volume


100 Milliliters




Age Range (Description)


Adult",$11.37,4.1 out of 5 stars,443 ratings
512,B0018DCINU,Groganics Thick Hair Fattening Shampoo 8.5oz,Hair Care,"Brand


Groganics




Scent


Peppermint




Hair Type


All,Thick,Color Treated




Liquid Volume


8 Fluid Ounces




Item Weight


0.5 Pounds",$10.81,4.3 out of 5 stars,364 ratings
513,B0018HH444,"CHI Silk Infusion, 2 FL Oz",Skin Care,"Brand


CHI




Item Form


Liquid




Ingredients


Cyclopentasiloxane, Cyclotetrasiloxane, Dimethiconol, C12-15 Alkyl Benzoate, Hydrolyzed Silk, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed Corn Protein, Phenoxyethanol, Aqua/Water/Eau, Fragrance (Parfum), Benzyl Benzoate, Butylphenyl Methylpropional, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Hexyl Cinnamal, Citronellol, Coumarin, Linalool, GeraniolCyclopentasiloxane, Cyclotetrasiloxane, Dimethiconol, C12-15 Alkyl Benzoate, Hydrolyzed Silk, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Hydrolyzed…

See more





Product Benefits


Helps strengthen your hair, providing incredible softness, manageability and shine without any build-up.Helps strengthen your hair, providing incredible softness, manageability and shine without any build-up.

See more





Hair Type


All",$6.97,4.8 out of 5 stars,"21,933 ratings"
514,B0018MIT70,"Eucerin Skin Calming Body Wash - Cleanses and Calms to Help Prevent Dry, Itchy Skin - 8.4 fl. oz. Bottle (Pack of 3)",Skin Care,"Item Form


Wash




Brand


Eucerin




Special Ingredients


ERROR: #N/A




Scent


ERROR: #N/A




Skin Type


Dry",$19.16,4.4 out of 5 stars,"7,166 ratings"
515,B0018OWHQM,China Glaze Nail Lacquer with Hardeners:For Audrey,"Foot, Hand & Nail Care","Item Form


Creme




Brand


China Glaze




Color


For Audrey




Finish Type


Creme




Age Range (Description)


Adult




Liquid Volume


0.5 Fluid Ounces




Item Dimensions LxWxH


2 x 2 x 4 inches




Item Weight


0.03 Pounds",$6.90,4.5 out of 5 stars,"6,377 ratings"
516,B0018P2ZEA,Skin Obsession Jessner's Chemical Peel Kit Anti-aging and Anti-acne Skin Care Treatment,Skin Care,"Brand


Skin Obsession




Ingredients


Ethanol, Salicylic Acid, Lactic Acid, Resorcinol




Product Benefits


Anti-Acne, Anti-Aging




Active Ingredients


Lactic_acid, Salicylic_acid




Item Weight


272.6 Grams",$39.99,4.1 out of 5 stars,403 ratings
517,B0018QE1IC,"CoverGirl Trublend Liquid Make Up Ivory 405, 1.0-Ounce Bottle",Makeup,"Color


Ivory




Brand


COVERGIRL




Ingredients


WATER/EAU, CYCLOPENTASILOXANE, TRIDECYL NEOPENTANOATE, TITANIUM DIOXIDE, PROPYLENE GLYCOL, PEG-10 DIMETHICONE, PCA DIMETHICONE, CYCLOHEXASILOXANE, METHYL METHACRYLATE CROSSPOLYMER, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, SQUALANE PHENOXYETHANOL, ISOPROPYL TITANIUM TRIISOSTEARATE, BUTYLENE GLYCOL, METHYLPARABEN, AMMONIUM STYRENE/ACRYLATES COPOLYMER, CYCLOMETHICONE, PROPYLPARABEN, POLYSORBATE 60, STYRENE/ACRYLATES COPOLYMER, TRISODIUM EDTA, ZINC OXIDE, IRON OXIDES May contain/peut contenir: YELLOW 5 LAKE, RED 36WATER/EAU, CYCLOPENTASILOXANE, TRIDECYL NEOPENTANOATE, TITANIUM DIOXIDE, PROPYLENE GLYCOL, PEG-10 DIMETHICONE, PCA DIMETHICONE,…

See more





Coverage


Full




Finish Type


Natural",$19.99,4.2 out of 5 stars,250 ratings
518,B0018QE47U,"COVERGIRL Lashblast Mascara, Black 805, 0.44 - Ounce Packages (Pack of 3)",Makeup,"Color


Black 805




Product Benefits


Hypoallergenic




Ingredients


Water, Glyceryl Stearate, Ammonium Acrylates Copolymer, Disteardimonium Hectorite, Propylene Glycol, Stearic Acid, Copernicia Cerifera (Carnauba) Wax, Triethanolamine, Acrylates Copolymer, Synthetic Wax, Polyvinyl Alcohol, Lecithin, Propylene Carbonate, Polyethylene, Oleic Acid, Alcohol Denat., Benzyl Alcohol, Glycerin, Xanthan Gum, Panthenol, Phenoxyethanol, Propylparaben, Methylparaben, Ethylparaben, Sodium Laureth Sulfate, Trisodium Edta, Simethicone, Tocopheryl Acetate, Tocopherol, Iron Oxides. may Contain: Titanium Dioxide, Ultramarines.Water, Glyceryl Stearate, Ammonium Acrylates Copolymer, Disteardimonium Hectorite, Propylene Glycol, Stearic Acid, Copernicia Cerifera (Carnauba)…

See more





Is Waterproof


True




Unit Count


3 Count",$19.49,3.9 out of 5 stars,25 ratings
519,B0018QTQOG,"HOT TOOLS Professional 2100 Turbo Ionic Hair Dryer, Black",Hair Care,"Hair Type


Oily, Dry, Normal




Color


Black




Brand


HOT TOOLS




Material


Velvet




Item Dimensions LxWxH


11.5 x 3.75 x 9.25 inches",$49.97,4.3 out of 5 stars,185 ratings
520,B0018RF4IW,"Skin Obsession Pumpkin Enzyme Mask & Peel with Glycolic Acid ~ Treats Scars, Wrinkles, Dark Circles, Fine Lines, & Acne",Skin Care,"Brand


Skin Obsession




Ingredients


Cucurbita pepo (Pumpkin), Vaccinium myrtillus (Bilberry) Fruit extract, Saccharum officinarum (Sugar Cane) Extract, Acer saccharinum (Sugar Maple) Extract, Citrus aurantium dulcis (Orange) Fruit Extract, Citrus medica limonum (Lemon) Extract, Aqua (Water), Vegetable Glycerin, Glycolic Acid, Tetrasodium EDTA, Tocopherol (Vitamin E), Phenoxyethanol, Limnanthes alba (Meadowfoam) Oil, Xanthan Gum (Polysaccharide Gum), Ascorbyl Palmitate (Vitamin C), Cinnamomum cassia (Cinnamon) Bark, Zingiber officinale (Ginger) Root Powder,, Myristica fragrans (Nutmeg) Powder, Pimenta officinalis (Allspice) Powder, Rosmarinus officnalis (Rosemary Oleoresin), Azadirachta indica (Neem) OilCucurbita pepo (Pumpkin), Vaccinium myrtillus (Bilberry) Fruit extract, Saccharum officinarum (Sugar Cane) Extract, Acer saccharinum (Sugar Maple) Extra…

See more





Scent


Pumpkin




Product Benefits


Brightening




Active Ingredients


Vitamin_c, Vitamin_e, Glycolic_acid",$12.49,4.5 out of 5 stars,121 ratings
521,B0018V1DWE,2.5 oz Microdermabrasion Crystals Exfoliating Skin Care,Skin Care,"Brand


Skin Obsession




Ingredients


Aluminum Oxide Crystals




Product Benefits


Exfoliating




Item Weight


136.1 Grams




Skin Type


Oily, Sensitive, Dry",$15.99,4.6 out of 5 stars,337 ratings
