,asin,name,category,description,price,rating,No_of_Rating
812,B000OQ2DL4,"Natural Vitality Calm #1 Selling Magnesium Citrate Supplement, Anti-Stress Magnesium Supplement Drink Mix Powder - Original Flavor, Vegan, Gluten Free and Non-GMO (Package May Vary), 16oz 113 Servings",Vitamins & Dietary Supplements,"Brand


Natural Vitality




Ingredients


Magnesium Amt Per Serving:350 mg % Daily Value :87%,,Other Ingredients: Ionic magnesium citrate (created from a highly absorbable proprietary blend of citric acid and magnesium carbonate.Magnesium Amt Per Serving:350 mg % Daily Value :87%,,Other Ingredients: Ionic magnesium citrate (created from…

See more





Flavor


Unflavored




Diet Type


Gluten Free, Vegan




Material Type Free


Gmo free,gluten free,starch free,sugar free",23.97,4.6,6051
813,B000OQ6YTG,"Deep Steep Bubble Bath, Rosemary Mint, 17 Ounce",Skin Care,"Scent


Rosemary - Mint




Ingredients


Organic Aloe Barbadensis (Aloe Vera) Leaf Juice, Infusion of Organic Herbs; Rosmarinus Officinalis (Rosemary) Leaf Extract, Geranium Maculatum (Geranium) Flower Extract, Mentha Piperita (Peppermint) Leaf Extract, Coco Glucoside, Glycerin (Vegan), Retinyl Palmitate (Vitamin A), Aroma (Organic and Wildcrafted Aroma Blend), Ascorbic Acid (Vitamin C), Caprylic Acid (Coconut Fatty Acid), Tocopherol (Vitamin E) Natural, Potassium Sorbate, Citric Acid.Organic Aloe Barbadensis (Aloe Vera) Leaf Juice, Infusion of Organic Herbs; Rosmarinus Officinalis (Rosemary) Lea…

See more





Brand


Deep Steep




Item Weight


1 Pounds




Item Form


Cream",11.95,4.4,279
814,B000ORV3NC,"Weleda Skin Food Original Ultra-Rich Body Cream, 2.5 Fl Oz",Skin Care,"Item Form


Cream




Brand


Weleda




Specific Uses For Product


Dryness




Skin Type


All




Sun Protection


1 SPF",15.29,4.6,21231
815,B000OUTTP8,"Dramatically Different Moisturizing Gel By Clinique, 4.2 Ounce",Skin Care,"Item Form


Gel




Brand


Clinique




Use for


Whole Body




Skin Type


Oily, Combination




Age Range (Description)


Adult",28.85,4.7,2201
816,B000OW9QCW,"Oshimatsubaki Camellia Hair Care Oil, 60ml",Hair Care,"Brand


Oshima Tsubaki




Item Form


Oil




Hair Type


Dry, Damaged




Liquid Volume


2 Fluid Ounces",19.99,4.5,137
817,B000OY3WNO,"Suki Skincare Balancing Facial Oil - With Organic Jojoba Oil, Lavender, Chamomile, and Calendula - Sebum Equalizing Complexes Calm & Sooth Skin - 15 ml",Skin Care,"Special Ingredients


Jojoba Oil




Item Form


Oil




Brand


Suki




Skin Type


All, Oily, Combination, Sensitive




Age Range (Description)


Adult",32.95,4.5,83
818,B000OY5W3M,"Suki Skincare Exfoliate Foaming Cleanser - With Natural Sugar & Colloidal Oat - Mechanical Exfoliant that Reduces Dry Skin Buildup While Promoting Raidant, Smooth, Soft Skin - 4 oz",Skin Care,"Item Form


Foam




Use for


Face




Brand


Suki




Special Ingredients


All Natural




Scent


Exfoliate Foaming Cleanser",32.95,4.7,576
819,B000OYHN2K,"RUSK Deepshine Lustre Shine Enhancing Lusterizer, 4.4 Oz",Hair Care,"Brand


RUSK




Item Form


Cream




Ingredients


Water , Dimethicone , Cyclopentasiloxane , Dimethiconol , Propylene Glycol , Polyacrylamide , Phenyl Trimethicone , C13 14 Isoparaffin , PEG 8 Methicone , Mica , Panthenol , Cinnamidopropyl Trimonium Chloride , Sodium PCA , Dimethicone PEG 8 Meadowfoamate , Hydrolyzed Rhodophycea Extract , Hypnea Musciformis Extract , FragranceParfum , Laureth 7 , Titanium Dioxide , Butylene Glycol , Bismuth Oxychloride (CI 77163)CI 77163 , Ricinus Communis (Castor Seed)Castor Seed Oil , Methylchloroisothiazolinone , Methylisothiazolinone , Green 3CI 42053 , Yellow 10CI 47005 , Hexylcinnamal , LimoneneWater , Dimethicone , Cyclopentasiloxane , Dimethiconol , Propylene Glyco…

See more





Product Benefits


A super light cream add instant radiant shine and condition to the hair.




Hair Type


Frizzy",16.0,4.6,2130
820,B000OYJ9AO,"Hempz Original, Natural Hemp Seed Oil Body Moisturizer with Shea Butter and Ginseng, 17 Fl Oz, Pure Herbal Skin Lotion for Dryness - Nourishing Vegan Body Cream in Floral and Banana",Skin Care,"Special Ingredients


Shea Butter, Hemp Seed Oil




Item Form


Lotion




Brand


Hempz




Skin Type


Dry




Age Range (Description)


Adult",12.49,4.7,20209
821,B000OYNCES,"Hempz Body Moisturizer - Daily Herbal Moisturizer, Shea Butter Anti-Aging Body Moisturizer - Body Lotion, Hemp Extract Lotion - Skin Care Products, 100% Pure Organic Hemp Seed Oil",Skin Care,"Special Ingredients


Shea Butter, Hemp Seed Oil




Item Form


Liquid




Brand


Hempz




Use for


Whole Body




Skin Type


Dry",13.49,4.7,7676
822,B000P1S0N8,Eucerin Redness Relief Day Lotion - Broad Spectrum SPF 15 - Neutralizes Redness and Protects Skin - 1.7 fl. oz. Pump Bottle,Skin Care,"Ingredients


Active Ingredients: Octinoxate, Octisalate, Titanium Dioxide. Other Ingredients: Water, Glycerin, Dimethicone, Polyglyceryl-3 Methylglucose Distearate, Butyrospermum Parkii (Shea Butter), Lauroyl Lysine, Squalane, Alcohol Denat., Sorbitan Stearate, Phenoxyethanol, Butylene Glycol, Magnesium Aluminum Silicate, Glycyrrhiza Inflata Root Extract, Xanthan Gum, Methylparaben, Propylparaben, Ethylparaben, Iodopropynyl Butylcarbamate, Trimethoxycaprylylsilane, Chromium Oxide Greens, Chromium Hydroxide Green, Ultramarines.Active Ingredients: Octinoxate, Octisalate, Titanium Dioxide. Other Ingredients: Water, Glycerin, Dimethicone, Polyglyceryl-3 Methylglucose Disteara…

See more





Scent


Fragrance Free




Product Benefits


Soothing




Sun Protection


15 SPF




Item Weight


0.11 Pounds",10.19,4.4,2954
823,B000P20QM0,Lucky 6 By Liz Claiborne For Women. Eau De Parfum Spray 3.4 Oz.,Fragrance,"Brand


Lucky Brand




Scent


Lucky Number 6, Liz Claiborne




Ingredients


Peony Tigerlily Jasmine Tea Casheran Lotus Leaf Musk Liquid Amber Lychee




Item Form


Spray




Item Weight


8 Ounces",49.99,4.5,358
824,B000P20R6A,Swiss Guard By Swiss Guard For Men. Eau De Toilette Spray 3.4 oz,Fragrance,"Brand


Swiss Guard




Item Form


Spray




Item Weight


0.01 Kilograms




Item Volume


100.55 Milliliters




Special Feature


New",17.8,4.3,898
825,B000P20RAQ,"Fantasy by Britney Spears for Women, Set (Eau De Parfum Spray 3.3 Ounce, Body Lotion 3.3 Ounce, Shower Gel 3.3 Ounce)",Fragrance,"Brand


Britney Spears




Scent


White Chocolate, Orchid, Quince, Kiwi, Jasmine , Musk , Lychee




Item Form


Spray




Item Weight


1 Pounds




Item Volume


100 Milliliters",40.0,4.7,343
826,B000P20RPQ,Bvlgari Pour Homme Soir By Bvlgari For Men. Eau De Toilette Spray 3.4 oz,Fragrance,"Brand


BVLGARI




Scent


Woody




Ingredients


Notes: Hesperidic, Spices, Dry Woods, Musk, Amber




Item Form


Spray




Item Weight


100 Grams",164.0,4.5,1607
827,B000P22TIY,"Nautica Voyage By Nautica For Men Eau De Toilette Spray, 100 ml",Fragrance,"Brand


Nautica




Scent


Nautica Voyage, Nautica




Ingredients


Green Leaf, Apple, Drenched Mimosa, Sailcloth Accord, Water Lotus, Cedar Wood, Musk, Moss, Amber




Item Form


Liquid




Item Weight


3.38 Ounces",18.9,4.6,61455
828,B000P22TUW,"Curve Wave For Men, Cologne Spray with Casual Cool Day or Night Scent, 4.2 oz",Fragrance,"Brand


Curve




Scent


CURVE, Liz Claiborne




Ingredients


Musk mint juniper and liquid oxygen.




Item Form


Spray




Item Weight


0.1 Ounces",15.34,4.6,2788
829,B000P22UUG,"Bvlgari Omnia Crystalline for Women Eau De Toilette Spray, 2.2 fl oz",Fragrance,"Brand


BVLGARI




Scent


Floral




Ingredients


Alcohol Denat, Parfum/Fragrance, Aqua/Water, Limonene, Coumarin, Linalool, Citrinellol, Geraniol, Eugenol, Citral, CinnamylAlcohol Denat, Parfum/Fragrance, Aqua/Water, Limonene, Coumarin, Linalool, Citrinellol, Geraniol, Eugenol, Citral, Cinnamyl

See more





Item Form


Spray




Item Weight


0.23 Kilograms",58.58,4.7,3993
830,B000P2301E,Angel By Thierry Mugler For Women. Eau De Parfum Spray Refillable 3.4 oz (Packaging May Vary),Fragrance,"Brand


Thierry Mugler




Scent


Jasmine , Coconut, Cassia, Cotton Candy, Mandarin Orange, Bergamot, Melon




Item Form


Spray




Item Weight


96.39 Grams




Item Volume


3.3 Fluid Ounces",116.39,4.6,2361
831,B000P250NK,"Jewel by Alfred Sung for Women, Eau De Parfum Spray, 1.7-Ounce",Fragrance,"Brand


Alfred Sung




Ingredients


Black currant jasmine and pear.




Item Form


Spray




Item Weight


0.4 Pounds




Item Volume


1.7 Fluid Ounces",34.99,3.5,21
832,B000P251I4,"Paul Sebastian By Paul Sebastian Men’s Cologne Spray, 4.0 oz",Fragrance,"Brand


Sebastian




Scent


PAUL SEBASTIAN, Paul Sebastian




Ingredients


Aromatic spices hints of sweet florals citrus plus the richness of soft woods and musk.




Item Form


Spray




Item Weight


0.03 Kilograms",25.19,4.7,3549
833,B000P257CO,Angel By Thierry Mugler For Women. Eau De Parfum Spray .8 oz & Eau De Parfum .17 oz Mini (travel Offer),Fragrance,"Brand


Thierry Mugler




Scent


Fresh




Ingredients


Vanilla sandalwood and patchouli with lower notes of fresh citrus melons peaches and plums.




Item Form


Spray




Item Weight


0.02 Kilograms",78.86,4.6,2656
834,B000P276WS,Carlos Santana By Carlos Santana For Men. Cologne Spray 3.4 oz,Fragrance,"Brand


Carlos by Carlos Santana




Ingredients


Mandarin bergamot vanilla cinnamon bark sandalwood lavender tonka bean leather Maja soap accord apple cypress wood cedar musk benzoin amber patchouliMandarin bergamot vanilla cinnamon bark sandalwood lavender tonka bean leather Maja soap accord apple cypress wood cedar musk benzoin amb…

See more





Item Form


Spray




Item Weight


1 Pounds




Item Volume


100 Milliliters",363.08,4.7,108
835,B000P279N4,"Polo Double Black by Ralph Lauren for Men, Eau De Toilette Natural Spray, 2.5 fl oz",Fragrance,"Brand


RALPH LAUREN




Ingredients


Notes: Spiced Mango, Coffee, Nutmeg, Vetiver, Cardamom




Item Form


Spray




Item Weight


73.68 Grams




Item Volume


75 Milliliters",51.98,4.8,799
836,B000P3X8HY,Betsey Johnson By Betsey Johnson For Women. Eau De Parfum Spray 3.4 oz,Fragrance,"Brand


Betsey Johnson




Scent


Betsey Johnson




Ingredients


Fragrance Juices




Item Form


Spray




Item Weight


0.75 Grams",20.58,4.6,714
837,B000P6WIHC,"Glo Skin Beauty Oil Free Camouflage Concealer Correct and Conceal Skin Imperfections/Blemishes and Dark Spots -Recommended for All Skin Types, Golden, Golden, 0.11 Oz",Makeup,"Color


Golden




Brand


Glo Skin Beauty




Ingredients


Caprylic/Capric Triglyceride, Octyldodecanol, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax, Disteardimonium Hectorite, Propylene Carbonate, Jojoba Esters, Polyethylene, Tocopherol (Vitamin E), Retinyl Palmitate (Vitamin A), Ascorbyl Palmitate (Vitamin C), Aqua (Water/Eau), Butylene Glycol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Phenoxyethanol, (+/-): Titanium Dioxide (CI 77891), Zinc Oxide (CI 77947), Iron Oxides (CI 77491, CI 77492, CI 77499)Caprylic/Capric Triglyceride, Octyldodecanol, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax, Disteardimonium Hectorite…

See more





Coverage


Full




Skin Tone


All",28.0,4.6,606
838,B000P9B3O8,"Jergens Shea Butter Deep Conditioning Moisturizer, 3X More Radiant Skin, 16.8 Ounces, with Pure Shea Butter, Dermatologist Tested (Packaging May Vary)",Skin Care,"Special Ingredients


Shea Butter




Item Form


Lotion




Brand


Jergens




Skin Type


Sensitive




Age Range (Description)


Adult",5.84,4.8,1311
839,B000P9B3R0,"John Frieda Brilliant Brunette Luminous Hair Glaze, Color Enhancing Glaze, Designed to Fill Damaged Areas for Smooth, Glossy Brown Color, 6.5 Ounce (Packaging May Vary)",Hair Care,"Color


Brilliant Brunette Base




Brand


John Frieda




Ingredients


Water, Propylene Carbonate, Alcohol Denatured, Citric Acid, Cyclopentasiloxane, Xanthan Gum




Item Form


Liquid




Hair Type


Normal or Color-Treated",9.97,4.1,7264
840,B000P9DS4Q,"John Frieda Frizz Ease Extra Strength Hair Serum, Anti Frizz Nourishing Hair Treatment for Dry, Damaged, Frizzy Hair, Frizz Control and Heat Protectant with Bamboo Extract, 1.69 Ounce",Hair Care,"Scent


Unscented




Brand


John Frieda




Item Form


Serum




Ingredients


Cyclopentasiloxane, Dimethiconol, Ethylhexyl Methoxycinnamate, Mineral Oil, Hydrolyzed Silk, Algae Extract, Fragrance.Cyclopentasiloxane, Dimethiconol, Ethylhexyl Methoxycinnamate, Mineral Oil, Hydrolyzed Silk, Algae Extract, Fragrance.

See more





Product Benefits


Frizz Control; Humidity Resistant",8.99,4.5,11990
841,B000PAW6ZW,"Paul Mitchell Freeze and Shine Super Hairspray, Maximum Hold, Shiny Finish Hairspray, For Coarse Hair",Hair Care,"Scent


Water Flower, Violet, Cucumber Melon




Brand


Paul Mitchell




Item Form


Drops,Spray




Ingredients


SD Alcohol 40-B (SDA-CA-2877) (Alcohol Denat.), Aqua (Water, Eau), Acrylates/Hydroxyesters Acrylates Copolymer, VA/Crotonates/Vinyl Neodecanoate Copolymer, Bisamino PEG/PPG-41/3 Aminoethyl PG-Propyl Dimethicone/Algae Extract/Aloe Barbadensis Leaf Extract/Anthemis Nobilis Extract/Simmondsia Chinensis (Jojoba) Extract/Rosmarinus Officinalis (Rosemary) Extract/PEG-12 Dimethicone, Panthenol, Aminomethyl Propanol, Parfum (Fragrance), Amyl Cinnamal, Benzyl Alcohol, Benzyl Benzoate, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Butylphenyl MethylpropionalSD Alcohol 40-B (SDA-CA-2877) (Alcohol Denat.), Aqua (Water, Eau), Acrylates/Hydroxyesters…

See more





Product Benefits


Firm-holding styling ingredients lock in your look.",6.5,4.7,6306
842,B000PB26Q0,SexyHair Style Ultra Curl Support Styling Crème-Gel | High Control | Adds Definition and Long-Lasting Shape,Hair Care,"Brand


SexyHair




Item Form


Cream




Product Benefits


Helps provide high control




Hair Type


Curly




Liquid Volume


5.1 Fluid Ounces",17.95,4.5,1157
843,B000PBQ7LK,"CND SolarOil Nail & Cuticle Care, for Dry, Damaged Cuticles, Infused with Jojoba Oil & Vitamin E for Healthier, Stronger Nails","Foot, Hand & Nail Care","Special Ingredients


Jojoba Oil




Item Form


Oil




Brand


CND




Specific Uses For Product


Use on hands or feet.




Skin Type


Dry",33.9,4.8,1077
844,B000PHISKW,Revlon Matte Eye Shadow-Riviera Blue (007),Makeup,"Brand


REVLON




Item Form


Powder




Ingredients


Boron Nitride, Talc, Dimethicone, Nylon 12, Polymethylmethacrylate, Zinc Stearate, Polyethylene, Polyglyceryl 4 Isostearate, Dimethiconol, Methicone, Lauryl PEG/PPG 18/18 Methicone, Diisostearyl Malate, Lecithin, Acrylates Copolymer, Silica Silylate, Phenoxyethanol, Methylparaben, Ethylparaben, Propylparaben, May Contain (+/-): Mica, Bismuth Oxychloride (CI 77163) (CI 77163), Chromium Oxide Greens (CI 77288), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007), Blue 1 (CI 42090) (CI 42090), Yellow 5 Lake (CI 19140), Ferric Ferrocyanide (CI 77510) (CI 77510), Carmine (CI 75470) (CI 75470), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891)Boron Nitride, Talc, Dimethicone, Nylon 12, Polymethylmethacrylate, Zinc Stearate, Polyethylene, Polyglyceryl 4 Isostearate, Dimethiconol, Methicone,…

See more





Finish Type


Matte




Item Weight


0.01 Pounds",9.75,4.4,141
845,B000PHKE0O,"OPI Nail Files and Buffers, Manicure Tools and Essentials","Foot, Hand & Nail Care","Brand


OPI




Color


OPI Nail Files, Crystal File




Liquid Volume


1 Milliliters




Item Dimensions LxWxH


13.87 x 13.87 x 146.61 inches




Item Weight


23 Grams",9.95,4.5,2882
846,B000052YQU,"Pond's Cream, Dry Skin 3.9 oz (Pack of 3)",Skin Care,"Special Ingredients


Keratin




Item Form


Cream




Brand


Pond's




Skin Type


Dry




Age Range (Description)


Adult",9.7,4.3,687
847,B000142FVW,"OPI Nail Polish, Hot Pinks & Dark Pinks, Nail Lacquer and Infinite Shine Long-Wear Formula, 0.5 fl oz","Foot, Hand & Nail Care","Item Form


Liquid




Brand


OPI




Color


Not So Bora-Bora-ing Pink




Finish Type


Pearl




Special Feature


Shine lasts until your take it off




Age Range (Description)


Adult




Liquid Volume


0.5 Fluid Ounces




Item Dimensions LxWxH


1.3 x 1.05 x 3.25 inches




Item Weight


15 Grams",9.59,4.7,16363
848,B0001433OU,"OPI Nail Polish, Light Pinks & Sheer Pinks, Nail Lacquer and Infinite Shine Long-Wear Formula, 0.5 fl oz","Foot, Hand & Nail Care","Item Form


Liquid




Brand


OPI




Color


You've Got Nata On Me




Finish Type


Creme




Special Feature


OPI , streak-free application delivering high-shine, fast-drying results.




Age Range (Description)


Adult




Liquid Volume


0.5 Fluid Ounces




Item Dimensions LxWxH


1.7 x 1.7 x 3.25 inches




Item Weight


0.06 Kilograms",10.5,4.6,13520
849,B00014DMQE,"Reviva Labs 10% Glycolic Acid Cream, 1.5 Ounce: Package may vary",Skin Care,"Brand


Reviva Labs




Ingredients


Water, Caprylic/Capric Triglyceride, Glycolic Acid, Glycol Distearate, Glycerin, Cetearyl Alcohol, Stearic Acid, (D-alpha) Tocopherol, Retinyl Palmitate, Sunflower Seed Oil, Olive Oil, Aloe Leaf Juice Powder, Lemon Peel Oil, Honeysuckle Extract, Safflower Oil, Comfrey Leaf Extract, Clary Oil, Matricaria Flower Extract, Carrot Root Extract, Pumpkin Seed Oil, Witch Hazel, SD40 Alcohol, Polysorbate 60, Albumen, Xanthan Gum, Potassium Sorbate.Water, Caprylic/Capric Triglyceride, Glycolic Acid, Glycol Distearate, Glycerin, Cetearyl Alcohol, Stearic Acid, (D-alpha) Tocopherol, Retinyl Palmitate, Sunflo…

See more





Product Benefits


Nourishing,Exfoliating




Active Ingredients


Glycolic_acid




Item Weight


0.09 Pounds",24.97,4.3,1167
850,B00014EH2C,EARTH SCIENCE - Apricot Night Cream with Hydrating Apricot and Vitamin E for Dry Skin (1.65 oz),Skin Care,"Special Ingredients


Hyaluronic Acid, Cocoa Butter




Item Form


Cream




Brand


Earth Science




Skin Type


Acne Prone




Age Range (Description)


Adult",15.8,4.3,263
851,B00015GWQU,"Fran Wilson Nail Tees Applicators, 120 Count",Tools & Accessories,"Brand


Fran Wilson




Age Range (Description)


Adult




Item Dimensions LxWxH


0.3 x 2.5 x 2.5 inches




Item Weight


0.1 Pounds",5.05,4.6,728
852,B0001AQCII,"China Glaze Nail Polish, Jetstream, 0.5 Fluid Ounce","Foot, Hand & Nail Care","Item Form


Liquid




Brand


China Glaze




Color


Jetstream




Finish Type


Shimmery, Opaque




Age Range (Description)


Adult




Liquid Volume


0.22 Fluid Ounces




Item Dimensions LxWxH


1.5 x 1.5 x 1.75 inches




Item Weight


0.03 Pounds",4.59,4.5,6383
853,B0002JIUDS,"NutriCology Ox Bile 500 mg - Fat Digestion, Liver, Metabolic, GI Support - 100 Vegicaps",Vitamins & Dietary Supplements,"Brand


Nutricology




Item Form


Capsule




Diet Type


Vegetarian




Dosage Form


500-1000




Ingredients


Serving Size: 1 capsule, Servings Per Container: 100, Amount per serving: Bile (Bovine) 500 mg. Other ingredients: Hydroxypropyl methylcellulose, L-leucine. Keep in a cool, dry place, tightly capped.Serving Size: 1 capsule, Servings Per Container: 100, Amount per serving: Bile (Bovine) 500 mg. Other ingredients: Hy…

See more





Allergen Information


Dairy Free, Gluten Free, Egg Free, Wheat Free, Soy Free, Fish Free, Shellfish Free, Peanut Free, Tree Nut FreeDairy Free, Gluten Free, Egg Free, Wheat Free, Soy Free, Fish Free, Shellfish Free, Peanut Free, Tree Nut Free

See more





Material Feature


Vegetarian




Item Weight


0.22 Pounds




Unit Count


100.00 Count




Item Dimensions LxWxH


2.19 x 2.19 x 3.88 inches",43.29,4.4,2193
854,B0002XY3QC,duri Miracote Super Fast Dry Through Top Coat .61 fl. oz.,"Foot, Hand & Nail Care","Item Form


Nail polish




Brand


Duri




Color


Miracote Super Fast Dry Through Top Coat




Finish Type


Translucent




Special Feature


Chip Resistant




Type


Top_coat




Age Range (Description)


Adult




Material Type Free


Formaldehyde Free




Material Feature


Cruelty Free




Liquid Volume


14 Milliliters",7.99,4.6,403
855,B0002Z1JK8,Acquarella Conditioner,"Foot, Hand & Nail Care","Item Form


Liquid




Brand


Acquarella




Color


Clear




Age Range (Description)


Adult




Liquid Volume


12.5 Milliliters




Item Dimensions LxWxH


1 x 1.6 x 2.8 inches




Item Weight


0.15 Pounds",18.0,3.8,57
856,B0002Z8GEK,Gena Healthy Hoof Lacquer 0.5 Oz,"Foot, Hand & Nail Care","Item Form


Liquid




Brand


Gena




Color


Clear




Finish Type


Satin




Special Feature


Long Wearing




Type


Top_coat




Age Range (Description)


Adult




Liquid Volume


5 Fluid Ounces




Item Dimensions LxWxH


0.8 x 0.8 x 2.8 inches




Item Weight


0.03 Pounds",5.99,4.3,457
857,B0006PLNSC,ZOYA Nail Polish,"Foot, Hand & Nail Care","Item Form


Cream




Brand


ZOYA




Color


Charisma




Finish Type


Neon




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


3 x 1.25 x 1.25 inches",10.0,4.3,29
858,B0006PLPE4,"ZOYA Armor Top Coat, Clear, 2.08 Ounce","Foot, Hand & Nail Care","Item Form


Gel




Brand


ZOYA




Color


Clear




Finish Type


Glossy




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


4.5 x 2 x 2 inches




Item Weight


0.13 Pounds",10.0,4.6,1054
859,B0007IQMVG,"Digestive Advantage Intensive Bowel Support Capsules (96 Count In A Box), Helps Defend Against Occasional Gas Bloating Abdominal Discomfort and Diarrhea, Supports Digestive and Immune Health, CFUs",Vitamins & Dietary Supplements,"Brand


Digestive Advantage




Specific Uses For Product


Personal




Item Form


Capsule




Dosage Form


Capsule




Flavor


Unflavored




Color


Da Ibs 96ct




Ingredients


Maltodextrin, hypromellose, microcrystalline cellulose, stearic acid, dextrin, titanium dioxide, silicon dioxide, magnesium stearate. Contains Wheat and Soy.Maltodextrin, hypromellose, microcrystalline cellulose, stearic acid, dextrin, titanium dioxide, silicon dioxid…

See more





Age Range (Description)


Adult




Allergen Information


Gluten Free




Material Feature


Gluten Free",19.76,4.6,4268
860,B00082379Q,Orly Polish Thinner,"Foot, Hand & Nail Care","Brand


Orly




Age Range (Description)


Adult




Liquid Volume


60 Milliliters",8.15,4.3,102
861,B0009EXM52,"OPI Nail Polish Base Coat, Natural Nail Polish Base Coat, 0.5 Fl Oz","Foot, Hand & Nail Care","Item Form


Gel




Brand


OPI




Color


Natural Nail




Finish Type


Glossy




Special Feature


Prevents staining of natural nails




Age Range (Description)


Adult




Liquid Volume


15 Milliliters




Item Dimensions LxWxH


1.3 x 1.05 x 3.25 inches




Item Weight


0.5 Ounces",9.59,4.7,7391
862,B0009R5CMK,"DOO GRO Hair Vitalizer Mega Thick , 4 oz",Hair Care,"Ingredients


Petrolatum, Microcrystalline Wax, Paraffin, Oat Protein, Dimethicone Copolyol Eicosanate, Oat Extract, Meadowfoam Seed Oil, Shea Butter Extract, Tocopherol (Vitamin E), Retinol (Vitamin A), Calendula Extract, Wild Cherry Bark Extract, Goldenseal Root Extract, Henna Extract, Hops Extract, Horsetail Plant Extract, Matricaria Extract, Soap Bark Extract, Lanolin, Safflower Oil, Propylparaben, Fragrance (Parfum), Green 6 (CI61565).Petrolatum, Microcrystalline Wax, Paraffin, Oat Protein, Dimethicone Copolyol Eicosanate, Oat Extract, Meadowfoam Seed Oil, Shea Butter Extract, Tocoph…

See more





Brand


DOO GRO




Scent


Clean Scent




Item Weight


0.11 Kilograms




Item Form


Cream",11.05,4.6,680
863,B000AA5VD6,"Sally Hansen Insta-Dri Anti-Chip Top Coat 45117 Clear, 0.45 Fl Ounce (Pack of 1)","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Sally Hansen




Color


Red




Finish Type


Glossy




Special Feature


Prevent Fading




Age Range (Description)


Adult




Liquid Volume


13.3 Milliliters




Item Dimensions LxWxH


0.88 x 2.88 x 5.5 inches




Item Weight


32 Grams",4.49,4.6,13501
864,B000AAAVTU,"Sally Hansen No Chip Acrylic Top Coat, 0.45 Fluid Ounce","Foot, Hand & Nail Care","Item Form


Liquid




Brand


Sally Hansen




Color


No Chip




Finish Type


Glossy




Age Range (Description)


Adult




Liquid Volume


0.45 Fluid Ounces




Item Dimensions LxWxH


2.81 x 0.88 x 5.5 inches",5.95,4.2,592
865,B000BGIYWY,Africas Best Kids Orig Lotion Shea Butter Detangling 12 Ounce (354ml),Hair Care,"Brand


Africa's Best




Item Form


Lotion




Product Benefits


Detangle




Hair Type


All




Liquid Volume


354 Milliliters",8.5,4.7,287
866,B000BIUGUA,"Bumble and Bumble Sunday Shampoo, 8 Ounces",Hair Care,"Brand


Bumble and Bumble




Hair Type


All




Liquid Volume


250 Milliliters




Item Weight


0.18 Pounds




Ingredients


Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Ppg-2 Hydroxyethyl Cocamide, Gensing Root Extract, Rosemary Leaf Extract, Sage Leaf Extract, Isoceteth-20, Sodium Chloride, Glycerin, Tetrasodium Edta, Citric Acid, Chlorophensin, Phenoxyethanol, Methylchloroisothiazolinone, Methylisothiazolinone, Green 5, Violet 2, Fragrance.Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Ppg-2 Hydroxyethyl Cocamide, Gensing Root Extract, Rosemary Leaf Extract, Sage Leaf Extract, Is…

See more",24.07,4.5,400
867,B000BIUGV4,Bumble and Bumble Thickening Hair Spray (8 Ounces),Hair Care,"Brand


Bumble and Bumble




Item Form


Spray




Ingredients


Water (Aqua), Alcohol Denat, Isopropyl Alcohol, PVP/VA Copolymer, Polyquaternium-11, Hydrolyzed Wheat Protein, Hydroxypropyltrimonium Honey, PPG-12-PEG-65 Lanolin Oil, Quaternium 26, Hydroxyethyl Cetyldimonium Phosphate, Polysorbate 80, Fragrance (Parfum)Water (Aqua), Alcohol Denat, Isopropyl Alcohol, PVP/VA Copolymer, Polyquaternium-11, Hydrolyzed Wheat Protein, Hydroxypropyltrimonium Honey, PP…

See more





Product Benefits


Heat Protection




Hair Type


Styling Hair Spray",27.63,4.6,753
868,B000C1ZDTU,"Lovely by Sarah Jessica Parker for Women, Eau de Parfum, 3.4-Ounce Spray Bottle",Fragrance,"Brand


Sarah Jessica Parker




Scent


Lovely




Ingredients


Mandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, MuskMandarin, Rosewood, Lavender, Apple Martini, Patchouli, Paperwhites, Orchid, Cedar, White Amber, Musk

See more





Item Form


Spray




Item Weight


3.4 Ounces",18.81,4.4,6149
