,Unnamed: 0,asin,helpful,Not helpful,review_concat,summary_concat,overall rating,name,category,description,price,rating,No_of_Rating
1373,1373,B000GHVLUK,1.7,2.2,right amount perfume price longlasting sweet like marshmallow sugar tinge spice love mine came box used logo smell like old bottle eau de toilette smell bit different bottle perfume sample expected within second samestrong vanilla note powdery soft base hint musk pink come strawberry smell like something want eat teenage son love always comment positively looked website pink sugar dot no space packaging font everything look legitim not sure people saying fake maybe problem resolved love scent never overpowering like perfume sweet powdery definate feminine twist nothing bad say fragrance soft sweet yummysmelling like cotton candy little sexy vanillamusk not find overwhelmingly sweet wrong smelling justnice wiling wear around friend allergy would not trigger would not first goto scent not immature 40 youngatheart lady update fragrance develops beautifully smell licorice not mind get no burnt note reviewer describe caramel note must agree happy purchase great aroma however disappointed effect not last long keep reapplying day long always wanted try pink sugar glad found amazon good price smell good imagined nice sweet not childish although not last couple hour id recommend anyone want different kind scent not buy smell like cotton candy 3 second becomes putrid think saving money really losing long run not buyupdate apparently company produce fragrance decided remove logo bottle outer case new bottle ordered sephoras website looked exactly knock amazon real one smell 100xs better learned something good true going pamper someone else right way splurge purchasing company sell real thing size cost 22 sephoras website knowing love anything sweet knew would love thiswhen wear smell like walking candy shop love thing notice bottle said pink sugar aquolina online got said pink sugar not know loving otherwise ok first got early suppose come 6th feb got 2nd smell yummy pretty big bottle price thing alil iffy think may gotten fake one not sure not say aquolina say pink sugar may knock 14 buck guess get pay haha mean could wrong no clue saying may fake may not loks exacly like bottle not chili pepper say aquolina sweet smeelling vanillia like glad came early best perfume everyone around love candy smell 34blue sugar34 great male perfect compliment pink sugar,right match product website smell tester sweet sexy yummy love aromabut smell great unbelievably bad product smell like could eat good addicting,5,Pink Sugar Eau de Toilette Natural Spray,Fragrance,"Brand


Pink Sugar




Ingredients


Alcohol Denat, Aqua, Parfum, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Amyl Cinnamal, Benzyl Benzoate, Benzyl Salicylate, Citral, Citronellol, Coumarin, D-alpha Limonene, Geraniol, Hexyl Cinnamal, Butylphenyl Methylpropional, Linalool, Alpha-Isomethyl Ionone.Alcohol Denat, Aqua, Parfum, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Butyl Met…

See more





Item Form


Spray




Item Weight


0.03 Kilograms




Item Volume


1 Fluid Ounces",30.0,4.6,1448
1379,1379,B000C1VVF0,1.1,1.8,husband love much cheaper perfume store seems strong long lasting store think not knock regular user cuba gold like mostly unique smell masculine wooden scent stay long skin although produce strong smell not bother people well may become jealous smell positive ratio cost x benefit deeply recommend wooden scent original plesant giving bottle away tomorrow tried like stuff sweet smelling also odor flat make ill smell good someone else cannot wear stuff cloying youa man like smell like sweet vanilla stuff youbuy cuba redi alot manly smellingspicy good sent send gift favorite reported back little sarcasm quality retorted expect 698 called chipi chipi not fazed knew intention sending gift use vehicle every time smoked ganja not wearing local discotheque ritz carlton end conceded marvel concealing pungent smell expensive herb felt revindicated make great car fragrance cheap date hot dog bargain matinee thought price fantastic admire container looked like harboring cuban cigar eau de toilette spray 33 ounce many respected reviewer amazoncom keep reading expensive name brand kind water compared department store purchase macys dillards nordstrom etc info left little insecure able obtain legitimate article specially price appears inexpensive not used smelled brand would not able attest quality satisfaction ownership money involved knew smell inside car would hopefully one day assist arduous task camouflaging indiscreet consumption volatile fume get dire strait faster say not 3 star seriously no disrespect intended admirer brand cologne got husband christmas really like scent wonderfullly romantic sensual scent belies small price tag affordable real pleasure scent lingers lady looking 34scentsual adventure34 would well advised get husband cologne bought cuba red dad like also us onestill would buy purchased item husband part valentine gift worried strong odor give instant migrane smell wonderful somewhat sweet spicy smell well bay rum type cologne not harsh appealing smell actually squirt smell last day long say impressed husband asked get not run nice smell reminds joop little sweeter got work not need use expensive cologne last 4 hour may need respray 10 not bad compre esta fragancia para mi novio le encantoacute mi tambieacuten e un aroma varonil sin ser exagerado su olor dura todo el diacuteala recomiendo e una buena fragancia bajo costo este eacute um exemplo de um produto bom e barato pelo preo voc no daacute nada mais eacute muito bom could wear not great maybe modern cologne old school type maybe could use back 2000 2005 right not seem great experienced comment smell great blah 3 star maybe friend would love used cologne someone use first time not hope help know scent smell great last good little man love think enjoy also came really fast sh free price item goodthe item really nice great smelling packaging attractive first time buying cuba product valentine gift think great title pretty much say not know way describe say seems though designed cause headache scent beyond horrible saving grace wear quickly gave two star fast shipping good packing cologne one pleasant surprise nice old world smell time mix another cologne people ask wearing purchase,great scent exotic scent noticed sweet feminine chipi chipi scent romance cuba gold nice smell nice smelling excelente compra barato e bom 3 5050 bomb cuba gold men arrive fast nice bottle package smell horrible not expected,5,Cuba Gold By Cuba For Men. Eau De Toilette Spray 3.3 Ounces,Fragrance,"Brand


Cuba




Ingredients


An exotic essence of bergamot lavender and vetiver blended with woods and jasmine.




Item Form


Spray




Item Weight


1 Pounds




Item Volume


100 Milliliters",16.25,4.6,1659
1390,1390,B0014XECEW,2.0,2.8,never tried fragrance owe give shotthis soft clean baby powder type scent not overwhelming perfumey smell subtle clean know many woman want smell sexy day thing probably not like fragrancei back basic point life fragrance fit bill every way try worn since 1970s turned thirteen estee lauder youth dew firstever perfume classic perfect age sweet floral flirty scent love smell time put bottle purse no trace scenti know cheap bought cheap fragrance little better remember stopped buying year ago fresh light not overpowering great everyday fragrance highly suggest anyone like something fresh clean smellingtry today not disappointed first introduced perfume goingaway gift worked graduate student rehabilitation counseling intern many year ago several month vocational rehabilitation counseling facility worked five supervisorsbosses report week teaching counseling facility patient anyways great rapport coworkers boss clientele gave great goingaway present rare care bear stuffed toy nice writing utensil various american eagle company winter accessory jewelry nice local bbq lunch pomegranate fruit various avon product including perfume head bos frankly told reason gave perfume said considered sweet honest person served counselor said one individual told upfront honest opinion workplace workplace environment could improved nice constructive friendly sweet way instead harsh mean way past employee anyways said honestly one best compliment received trusted valued sincere honesty remark opinion anyways see cologne spray hold sentimental value lot expensive perfume cheaper cost fragrance hold value meaning go beyond cosmeticbeauty value love fact youthful light subtlesmelling cannot stand strong powerful fragrance sweet honesty fragrance right know sweet honest opinionated woman like wearing light fragrance would great fragrance give gift think would make excellent gift employee coworkers birthday graduation etc highly recommend fragrance avon,best lovely sweet scent sweet emptiness love nice fragrance,5,Sweet Honesty by Avon Cologne Spray 1.7 oz Women,Fragrance,"Brand


AVON




Scent


Citrus, Honey, Vanilla




Item Form


Spray




Item Weight


0.8 Ounces




Item Volume


50 Milliliters",14.52,4.5,1385
1400,1400,B000E7UDJW,2.5,3.2,cologne smell like fresh cigarit also last many hour great office well night would highly recommend used wear cologne early 20 since taste changed prefer chanel egoiste platinum thought ill wear cigar still liked smell wife thought made smell like old guy stopped using not manly scent bad actually prefer purchased cigar blind expecting sweet tobacco note musk perhaps leather spraying found even powerful opening akin clove lasted long time come conclusion scent may not actually powerful also sense opening dolce gabannas one cologne mighty popular espectially ladiesmy theory cologne 50 impress others could no guarantee 50 impress failed thatit definitely masculine no way feminine coming someone actually smoke cigar pipe enjoys smooth scent unlit tobacco not think emulates everyone different nose may different others case colognetry first possible likely gift mine away someone enjoys giving give christmas rate visual product creative little way make cologne gift different smell really good good size masculine scent like little bit better cuba cigar shaped cologne hint cedar almost wood scentgive try not get fooled cheap price scent strong woodcigar like let u say manly need one spray smell least 46 hour people say not big deal price pretty good love fancy acqua di gio type cologne 70 would buy five thosewhat important would not smell like every fashion guy,nice cologne wife not like definitely not unisex try first buying creative fantastic cologne smell expensive,5,"Remy Latour Cigar For Men Eau De Toilette Spray, 3.3 Ounces",Fragrance,"Brand


Remy Latour




Scent


CIGAR, Remy Latour




Ingredients


Sandalwood and patchouli.




Item Form


Spray




Item Weight


93.56 Grams",17.19,4.6,704
1404,1404,B000C1UFP2,0.5,0.7,always loved cologne dad use leave room smell would still remain smell greatand make look sexier throw suit really heavy scent though last upwards 46 hour weak scent lingers longer though no mean scent expert young adult 80 people apparently overdid wearing people not normally wear cologne easier get away wearing something likely obnoxious sensory memory othersthe going price usually much higher amazon definitely win far price go people counterfeit issue one got seems genuine id recommend price though perfume id suggest going department store similar test purchasing folk favorite cologne title pretty much describes many good cologne none like past eternity paco robane obsessionfindi davidoffpolo ect drakkar blow away choose one cologne would wife favorite well cannot stand sissy smelling cologne stand overpowering one top note middle bass note smell awesome take care smell good want thank bottom heart quick delivery meant lot gift husband surprise came right cake cutting evening cannot tell happy lil surprise made happen thank thank thank cannot thank enough plus perfume best one used till date want give 100 star amazing service ad product perfume drive crazy hehehe husband love perfume product seems authentic last well skin price better anywhere else especially calculating per ounce probably die use care came early 1980s always classic scent not need many spray last entire night go easy like fragrance much using since like 10 15 year ago wife like classic younger son love cologne not want spend whole lot found one decent price worth first time wearing drakkar 3 year today true old school cologne sure mom smelt knew not one newer cologne like wear like wear around house nice hot shower nothing would wear date many pick reach still classic right perfect great price cologne dad still wear gave 25 year ago first time creature habit changing cologne not style think scent pleasant hint spice bouquet sweetnesswithout much area seems last plenty long wear day become one favs making favs seem cheap comparison highly recommendedi glad bought big boy size amazoncom never problem cologne bought direct amazon came across going review best fragrance men darkar noir fugured one listi decided go ahead buy 67 ounce bottle price irresistiblethis great everyday perfume smell similar kenneth cole black go easy application strong2 spray good enough last 78 hour,classic cologne nice intelligentsophisticatedconfident excileratingmanlylonglasting excellent great product price still classic good fragrance youngest son love old school great price old stand cologne classy timeless scent everyday usage listed top 10 review,5,Drakkar Noir By Guy Laroche For Men. Eau De Toilette Spray 3.4 Fl Oz,Fragrance,"Brand


Guy Laroche




Scent


Aromatic




Ingredients


Alcohol, Water, Fragrance, Bht.




Item Form


Spray




Item Weight


0.1 Kilograms",27.36,4.6,3993
1409,1409,B000C21A82,0.3,0.4,buy best herand want buy morei even bought second bottle say one favorite product favorite fragrance yes say love truth price stay day long smell pretty good even bought one mom charlie reda warm fuzzy scent evoking sense carnation warmthalmost one entered beautiful room filled winter flower escaped chilling cold outside bad not pussycat pussycat like warm fuzzy perhaps create one pussycat name charliechat indeed thought worth consideringa purrfect thought believe shall pen letter revlon grandmother used wear charlie tend bottle hand day mind would like smell decided try red curiosity like better original scent bit strong first settle nice sexy perfume big fan charlie like others original like original best love revlon product item arrived quickly undamaged although scent not bad cheap perfume undertone like plastic chemically smell probably drying agent gave serious headache,wife love love smell good warm fuzzy purrfect better original love charlie headache alert,5,"Charlie Red by Revlon for Women, Eau De Toilette Spray, 3.4 Ounce",Fragrance,"Brand


REVLON




Scent


Oriental, Floral




Item Form


Spray,Tablet




Item Weight


0.1 Kilograms




Item Volume


3.4 Fluid Ounces",7.52,4.5,1943
1425,1425,B0012RXW1O,0.0,0.1,product good smell great came time promised overall great item buy deal good think paris hiltons best fragrance original far sexiest one gift set great everything need great price lotion make skin smooth soft smelling amazing perfume fun sexy stay day long absolutely something wear work night anything know people speculation not like paris happen loved since day one scent sexy feminine pas think really great age group well best friend mom used wear younger girl high school really one time favorite scent llego intacto tal cual se describe e muy rico el perfume la locioacuten corporal trae destellos para la piel e muy bella bought wife love fragrance pleased using product good case good price good presentation variety excellent fragrance premium quality make product worthy people product ok nice packaging not fan paris hiltons fragrance though present no complains nice set love perfume bought year body cream shower gel regular size like small size perfume purse happy purchase ordered excited getting wife opened box exactly wanted love smell evert time wear everybody compliment wonder full smell lotion shower jell also great,love product love paris muy bien wife love fragrance wonderful ok nice set nice love,5,Paris Hilton by Paris Hilton for Women Gift Set,Fragrance,"Brand


Paris Hilton




Item Form


Spray




Item Weight


1 Pounds




Item Volume


100 Milliliters




Age Range (Description)


Adult",54.43,4.2,106
1428,1428,B000C1VX6M,0.6,2.4,already knew fragrance gave husband love sweet wood mixtured also pinch vanilla husband wanted order sampling local department store work really well body chemistry smell really nice smell really clean not overpowering bottle also really nice wear everyday must say looking around quite time good cologne finally found oneive gone 5 product final choice cooler time year hint sweet syrup vanilla really well yet get complaint anyone around complement bought reading positive feedback got put little almost threw stunk bad not know bottle whatever sure not want anymore whatever stunk shirt hand tried wash funk would not leave alone ever zoo stood close monkey cage start smell funky musty pissy smell well kind smelled like worse think someone sold monkey piss hint monkey as cheese sorry pi givenchy men want attract laidies not female orangutan bye bye monkey piss nothing pi givenchy men sure good product feel ripped sold fake product sure please wonderful many woman use not girly fragrance spicy not intense face blast last last one best fragrance ever smelled not overstate appealing bought pi givenchy men edt son loved much kept wearing went college said got lot compliment friend even girlfriend liked saidand told ill buy gave priceless smileamazon bring u nice thing lower price thanks awesome bought gift somehow shipping top plastic gold top got broke spray fine think one time fluke would get absolutely wonderful definitely dominated vanilla tempered vanilla sweet smelling although not light considered woman fragrance truth probably suitable unisex scent love scent really unique boyfriend love thisnote elegant delicate quality hint vanilla kindda scent,excelent husband signature scent awesome product pi givenchy men stink best best amazing scent love product wonderful cologne pi givenchy,5,Pi By Givenchy For Men. Eau De Toilette Spray 3.3 Ounces,Fragrance,"Brand


Givenchy




Scent


Sandalwood, Patchouli




Ingredients


Notes: Basil, Pine Needle, Infinium




Item Form


Liquid




Item Weight


0.13 Grams",52.56,4.7,4085
1431,1431,B000C1W032,1.0,1.3,stuff smell good item described arrived time love scent taken seriously wherever go keep supply hand wife love regularly said 34you smell great today34 always happens day wear change cologne almost daily good test see one liked people one powdery fresh clean scent really like wow first impression mount blanc individuel later purchased mount blanc cool presence star walker le impressed first noticed bottle clean sleek design mount blanc logo top cap easy eye classy design fragrance come clean fresh smooth detect hint fruit call crazy maybe cinnamonas noted review generally consider following area pricevalue appealsmell wow factor compliment longevity uniqueness best time year worn occasion easy nose bottle eyesto date not received compliment solicited feedback well woman score well longevity splashed morning prior work including couple squirt undershirt tshirt business shirt 12 hour fragrance still barely detectable wrist prevalent tshirt individuel definitely unique perhaps closely compared toneddown original joop easy nose already commented crispnessfondness bottle fall scent seems blend well time year believe would fit season occasionsbottom line guy pricevalue individuel added collection give 46 star 5 try something new may like would like speak comparison mont blanc individuel original santal huge fan original santal wonderful fragrance like mont blanc individuel well however two separate fragrance would not recommend mont blanc individuel replacement original santal likewise mont blanc individuel also serf purposethe opening mont blanc individuel smell exactly like original santal original santal dried 3 minute no doubt sure creed smell fresh natural unless familiar original santal would not able tell difference smell stay similar original santal hour thing start changemont blanc individuel change drastically smelling like original santal smelling like laundry fresh dryer bad absolutely not original santal intoxicating smell dryer sheet smell individuel hour pure dryer sheet original santal spice would even say three hour wearing mont blanc individuel cannot even compare two fragrance not smell individuels opening would not even thought two fragrance even remotely similarim not repeating people comparison dryer sheet no really smell like dryer sheet like said not bad thing excellent fresh smelling fragrance best part fragrance first houri would also say mont blanc individuel masculine original santal unisex would love smell original santal woman unfortunately girlfriend not like wear itdont go believing people say certain fragrance smell exactly like another not may share similarity dna totally different fragrance fragrancemy advice anyone considering one two fragrance looking blind buy price not issue go original santal opportunity test mont blanc individuel go find love opening lot drydown go original santal entire drydown original santal opening mont blanc individuel strapped cash want smell good go individuel original santal recommend buying mont blanc individuel different fragrance contrary others tell youmont blanc individuel great fragrance not replace original santal mean two fragrance different original santal masterpiece creed mont blanc individuel close designer masterpiece longevity outstanding project well without offensive top smell freshlongevity 10 hoursprojection 3 feetsmell 710overall 810mont blanc individuel great value highly versatile worn time year highly recommend adding fragrance collectionside notei purchased product directly amazon confirm received authentic quality product buy confidence strongly recommended one girlfriend said manly loved muchjust buy cologne without hesitance understand saying buy not regret go first thing strike fragrance shape bottle sleek sexythe perfume strong intense single spray good enough people go easy itthis particularly good evening partiesevents,stuff great many compliment mount blanc not pen makerdesigner great cologne great fragrance however not replacement original santal perfect interesting fragrance little strong nice,5,"Montblanc Individuel Eau de Toilette, 2.5 Fl Oz",Fragrance,"Brand


MONTBLANC




Scent


Individuelle, Mont Blanc




Ingredients


ALCOHOL - PARFUM (FRAGRANCE) - LIMONENE - HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE - LINALOOL - COUMARIN - ALPHA-ISOMETHYL IONONE - CITRONELLOL - GERANIOL - CITRAL - CINNAMAL - EUGENOL - HYDROXYCITRONELLAL - AQUA (WATER) - ETHYLHEXYL METHOXYCINNAMATE - BENZOPHENONE-3 - BUTYL METHOXYDIBENZOYLMETHANE - BHT - TRIETHANOLAMINE - DISODIUM EDTA - CI 19140 (YELLOW 5) - CI 17200 (RED 33) - CI 42090 (BLUE 1) - CI 60725 (VIOLET 2)ALCOHOL - PARFUM (FRAGRANCE) - LIMONENE - HYDROXYISOHEXYL 3-CYCLOH…

See more





Item Form


Spray




Item Weight


0.1 Kilograms",75.0,4.5,2199
1440,1440,B000GIL12C,8.2,9.2,one main scent last 20 year always make sure bottle work well skin people tell use not impressed example might smell woodsy peppery people might not last long skin fahrenheit half spray wrist tap wrist together full spray chest scent amazing last dayif looking 68oz bottle not shy away based price work well size bottle easily last 4 year amazing fragrance amazingly subtle cool sophisticated not overpowering lingers effectively day surprisingly not numb olfactory sense even hour putting unlike fragrance smell wonderful base note patchouli cedar several hour drydown leading delightful satisfaction day several cologne including kouros body kouros dunhill desire acqua di gio hugo energize polo sport drakkar noir escada pour homme allure homme sport live jazz eternity xeryus rogue dior homme etc not know not tried classic till back new favourite beside acqua di gio body kouros hugo energize love cologne woman obsessed smell guilty spraying wrist dept store tester smelling wrist throughout dayand not taken shower smell would still lingered meyes smell last long timei love musky strong smell hypnotized much ended buying husband not fond smell not sure prolonged purchase not carei bought strategically placed washroom 2 month spraying every morning work think strong grown really like well actually not matter like not love smelling fahrenheit throughout day always loved fahrenheit found site amazon purchase 68oz 10000 no brainer get many cologne smell like acqua di gio cool water spicy manly scent get laid okay maybe not guy,classic scent might not everyone fantastic cologne say wow say fahrenheit smell good,5,Fahrenheit By Christian Dior For Men. Eau De Toilette Spray 6.8 Oz.,Fragrance,"Brand


Dior




Ingredients


Honeysuckle sandalwood and balsam.




Item Form


Spray




Item Weight


0.04 Kilograms




Item Volume


200 Milliliters",128.65,4.7,1215
1446,1446,B000GHVKEW,0.5,0.5,like curve perfume woman one not tried yet smell good last good product arrived schedule company shipping included order free sample another perfume also smell great free small comb mirror combination also got coupon eye cream treatment also free sample well also walmart sell perfume way cheaper amazon scent not expected also strong recommend not 1 spray lol added bottle paris hilton fragrance provided mom no complaint perfection scent soo beautiful light floral sweet happy purchase smell like expensive bottle perfect price cannot beat reminds spring summer blooming sweet garden field nice hint sweetness light aroma warms soul wow happy purchase spent day shopping cyber monday needed new parfum one pick reading review took chance glad unique smell flowery much also get woodsy scent floral scent really sexy scentual personally wear day night not get much due health issue need uplifting feeling make smile scent lingers love change slightly top mid bottom note totally agrees body chemistry wondering contained pheromone another reviewer said thought used another brand pheromone mix scent perfume got winner sprayer spray wide need one spray neck spray try spray lightly wrist last long time seller get 5 star great service delivered time ordered 2 perfume day came together sample impressed shipping freebie excellent practially no scent alli mean light not make difference packaging nice though like bottle not offensive impressive supposed say perfume whiff smell nothing curve soul not kind perfume,good buy strong xtra bottle friend beautiful curve soul sexy bold beautiful no scent,5,Curve Soul By Liz Claiborne For Women. Eau De Parfum Spray 1.7 Ounces,Fragrance,"Brand


LIZ CLAIBORNE




Scent


CURVE SOUL




Ingredients


Green Lotus Lily Cactus Flower Freesia Blue Lily Jasmine Gardenia Nutmeg




Item Form


Spray




Item Weight


0.11 Pounds",13.2,4.7,337
1473,1473,B000XE1TUI,0.0,0.2,favorite cologne wear received many good compliment wearing definitely purchase commend purchase others not realize purchased large size love smell coworkers shrink bold sexy scent not try euphoria euphoria edp start slightly sweet fruity not sickly mellows time woodsyfloral scent earthy note thought detected amber drydown scent seductive appropriate evening wearperfumes tend die within hour euphoria last several hour fiance could smell four hour application adores scent older daughter love parfum ordered make promise not wear around give migraine best price anywhere internet ordered packaged original wrapped box perfect condition tried sample found inside magazine smelled really good lasted whole day decided order actual scent pleasantly surprised actually smelled like paper sample caution little go long way not overspray cannot explain smell except say pleasant not gauwdy old smelling simple scent perfect wearing day night,euphoria calvin klein woman 34 oz lot compliment bodacious beautiful daughter favorite parfum great scent,5,Calvin Klein euphoria Eau de Parfum,Fragrance,"Brand


Calvin Klein




Scent


Oriental




Ingredients


Alcohol Denatured, Fragrance, Water, Acrylates/Octylacrylamide Copolymer, AlphaIsoMethylIonone, Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Butyl Methoxydibenzoylmethane, Butylphenyl Methylpropional, Citral, Citronellol, Coumarin, Ethylhexylmethoxycinnamate, Ethylhexyl Salicylate, Geraniol, Hexylcinnamal, Hydrolyzed Jojoba Esters, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Propylene Glycol, Tetrasodium EDTA, Ext Violet 2 (CI 60730), Green 5 (CI 61570), Red 33 (CI 17200), Yellow 5 (CI 19140)Alcohol Denatured, Fragrance, Water, Acrylates/Octylacrylamide Copolymer, AlphaIsoMethylIon…

See more





Item Form


Spray




Item Weight


85 Grams",99.0,4.7,5075
1489,1489,B001FORJXQ,2.2,3.0,not scent drone metro rather strong independent john galt type not safe blind buy unless type person least love smell vetiver aqua di gio consider signature scent friend may not youencre noir inspires mental image burned mine tunnel root dripping water coming ceiling wall mine warm not cold humid wander mine candle hand dripping wax find old cedar box open inside box old book upon opening smell faint scent old paper surprisingly sweet smell fresh ink book written ancient language intriguedcolors expressed black brown emotion lovecraftian naturebest owner confident man even confident woman gothtime place scant anytime others night winter fall confident business manwomannot really cologne faint heart personal experience avid wearer fragrance couple year never smelled anything like open damp earthy almost indian ink smell develops refined vetiver smell earthy yet maintains integrity not smell dirty dry die linear smoky oud type feel fragrance last 10 hour skin two spray project would say radius 46 foot fragrance would recommend formal occasion mature feel need worn confidence retail 125 33oz amazon basically giving away fragrance enthusiast especially vetiver lover need purchase go ahead blind buy one not disappointed looking green mysterious absolutely undescribable vetiver fragrance evening look no creed tom ford outstanding vetiver fragrance majority going price range also really love guerlians vetiver great wear time place fragrance wear want make statement unique smoky dark opening heart fragrance truly blanket velvet nose could dry little bit oriental definitely masculine enough age range 25 30 older compared fragrance listed price cannot beat not sure go 17 ounce anyplace frangrencenet hit miss third bottle good first two definitely not hot summertime frag best suited fall winter one best vetiver frags market including creed original dark smokey vetiver dry cannot beat set apart others great smell great price run saw looking cologne read review delivers recommended really like perfume everything man really recommend seller no problem hope buy something else not distance future,dark vetiver experience incredible absolutely unlique masterpiece different take vetiver home run enre noire pour homme lalique 100ml 33oz edt spray awesome,5,"Lalique Encre Noire Pour Homme EDT Spray, 3.3 oz",Fragrance,"Brand


LIFTREN




Ingredients


ALCOHOL DENAT. ; PARFUM (FRAGRANCE) ; AQUA (WATER) ; HEXYL CINNAMAL ; LIMONENE ; LINALOOL ; ISOEUGENOL ; CITRAL.ALCOHOL DENAT. ; PARFUM (FRAGRANCE) ; AQUA (WATER) ; HEXYL CINNAMAL ; LIMONENE…

See more





Item Form


Spray




Item Weight


1 Pounds




Item Volume


3.3 Fluid Ounces",114.0,4.4,1753
1513,1513,B0009OAHQE,1.9,2.4,worn year one favorite perfume find scent intoxicating romantic sensual subtle pleasant wear sprayit not overpoweringit floralfeminine sweetness tropical mangolike liz claibornes scent light refreshinglove ithighly recommended really disappointed perfume came smelled expecting smell something mango boy description wrong perfume smell like gardenia going make sneeze allergy season even disappointing fact cannot return yeppy stuck damn thing woopydo fragrance nice sweet light smell like flower cottoncandy last long time feel feminine great price nice longlasting scent fragrance sublime every single time put get compliment inquiry wearing soft intoxicating longlasting floral yet spicy like flower scent carried along breeze always wear fragrance never tiring fragrance wow absolutely love perfume sublime suave mesmerizing delicious lord mercy using touch signature perfume year never thought would ever find could surpass expectation well discovered bora bora bora bora love love affair begun cheating touch bought sister favorite not care like alot white floral note listed would normally turned not bora bora hour research online finally decided give one try summer without sniff bought glad diddont let tropical island theme fool ya neither fruit salad pina colada not watery islandlike either many reviewer highlight tropical flower note get paper wear differentlydefinitely florals fruit well blended difficult pick individual note wear sweet smell jasmine top musk andor amber perhaps bamboo pineapple another website note listed pink peppercorn lychee sand mango musk no single note dominates nothing turn sickly frequently problem menice pleasant unique adult unknown exotic womanlythis mature fragrance meant woman not girl got good lasting power spray lasting full day however soft fragrance stay close skin although ill likely wear summer occasionally pickmeup winter fragrance would suitable yearround many womenthe opalescent glass bottle beautiful substantial plastic top plain tackyat current price terrific value quality fragrance imho fact impressed bora bora sampling every lc release 2000s yup bora bora good full bottle worthrating 5 5edit confirmed bora bora famous designer smellalike penned 2 unnamedperfume review observation deleted said famous designer brand smoother rounder bb muskier dry regardless bb great smellalike great price search bit online find name mentioned,awesome fragrance delicate warm sweet not described feminine scent gorgeous luscious scent omg new signature perfume bought gift great copy cat fragrance,3,"Bora Bora by Liz Claiborne for Women, Eau De Parfum Spray, 3.4-Ounce",Fragrance,"Brand


LIZ CLAIBORNE




Scent


Bora Bora, Liz Claiborne




Ingredients


Pink peppercon sand accord and tropical mango musk.




Item Form


Spray




Item Weight


0.65 Pounds",18.76,4.6,2827
1515,1515,B000P251I4,3.3,4.0,favorite daily cologne 16 yearsthe larger size better buy buy smaller bottle refillable not going lie spent 26 dollar cologne personally suck alot review state great woman not overpowering not true cologne reccomend like age 57 make smell alot older even 1 spray stayes 8 9 hour extremely strong not reccomend cologne please not make mistake hope useful not believe buy waste money self bottle box nice ill give not let appearance make think smell good worst cannot stress enough overbearing one spray last like 9 hour people think good no discusting smell worst part spray not repeat not come terrible terrible terrible people want smell younger make smell older used cologne many year love spays enough cologne got hubby variety pack different cologne christmas one liked started wear often noticed started wear one sexy masculine scent really like guy wear cologne reason smell good woman lol one work winner woman opinion hubby opinion ordered monday morning 1 others would say sunday night got thursday morning shipping great like thirty bottle cologne far cheapest smell great week wash clothes still smell not strong smelling strong enough stay around spouse love item price much cheaper big deptment store,best daily smell good trust read paul sebastian paul sebastian men cologne spray 4 oz sexy p wow,5,"Paul Sebastian By Paul Sebastian Men’s Cologne Spray, 4.0 oz",Fragrance,"Brand


Sebastian




Scent


PAUL SEBASTIAN, Paul Sebastian




Ingredients


Aromatic spices hints of sweet florals citrus plus the richness of soft woods and musk.




Item Form


Spray




Item Weight


0.03 Kilograms",25.19,4.7,3549
1522,1522,B000J2CTYE,3.0,3.1,already wrote review fragrance itselfsexy subtel seductive feminine mature not mature like old ladyoohhhhh no also versatile worn every day appropriate every setting anyway wanted say great larger bottle nice saving compared buying roll ons still roll purse though obsessed perfume auric blend general really made truly delicious scent high quality oil little money get much better think not usually ignore negative rating ordered larger size egyptian goddess perfume oil pleased purchasei find larger size strength roll oil ordered different vendorsthe bottle received not cut filler oil smell greategyptian goddess not supposed hit head supposed subtle long lasting fragrance whichmy bottle received isglad larger size handy refill smaller roll ons use uphighly recommend large bottle absolutely love perfume oil bought brand egyptian musk love scent none come close one love fact oil bit thicker seems staying power love point get small whiff calming effect good stuff ill continue buy brand instead others also love get many compliment wearing funny thing usually gym sweating get compliment nice think actually continues work even sweating love 3 heart score methis product smell unique cannot found anywhere enjoy subtle smell offer wearer walk room know others unique scent carry day long reorder egyptian goddess perfume oil smell amazing bottle disappointing auric make weak detectable applying scent gone couple minute unfortunately would not purchase diluted put oil little scent whole idea fragrance fragrant pump scent oil ratio buy love fragrance rollon bought couple year ago scent mild pleasant last 17 oz bottle useless unless looking oil nothing nearly no detectable scent immediately dabbing bottle no roller no sprayer barely smell even putting nose right wrist olive oil fragrance consider purchase waste money cannot recommend bottle oil absolutely no perfume contain anything cause scent cannot believe bought reading review stating exactly thought hounddog sense smell ill able enjoy fine perfume no thing no smell one going back not buy,beautiful great fragrance great bargain not goddess smell like one love make stronger virtually scentfree bottle oil,5,"Auric Blends Egyptian Goddess, Fine Perfume Oil 1.87 oz",Fragrance,"Brand


Auric Blends




Item Form


Oil




Item Weight


0.8 Ounces




Age Range (Description)


Adult",24.99,4.4,1446
